,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
3038,Portugal,PRT,2021-01-24,255699.0,225146.0,30553.0,4175.0,19200.0,2.51,2.21,0.3,1883.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3044,Portugal,PRT,2021-01-30,330233.0,264772.0,65461.0,14496.0,11244.0,3.24,2.6,0.64,1103.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3045,Portugal,PRT,2021-01-31,336771.0,268386.0,68385.0,6538.0,11582.0,3.3,2.63,0.67,1136.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3046,Portugal,PRT,2021-02-01,338566.0,269814.0,68752.0,1795.0,11281.0,3.32,2.65,0.67,1106.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3047,Portugal,PRT,2021-02-02,342119.0,271424.0,70695.0,3553.0,11231.0,3.36,2.66,0.69,1101.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3048,Portugal,PRT,2021-02-03,350945.0,275093.0,75852.0,8826.0,10362.0,3.44,2.7,0.74,1016.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3049,Portugal,PRT,2021-02-04,364211.0,279236.0,84975.0,13266.0,9744.0,3.57,2.74,0.83,956.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3050,Portugal,PRT,2021-02-05,379378.0,284462.0,94916.0,15167.0,9092.0,3.72,2.79,0.93,892.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3051,Portugal,PRT,2021-02-06,394088.0,290302.0,103786.0,14710.0,9122.0,3.86,2.85,1.02,895.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3052,Portugal,PRT,2021-02-07,395904.0,291378.0,104526.0,1816.0,8448.0,3.88,2.86,1.03,829.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3053,Portugal,PRT,2021-02-08,396371.0,291758.0,104613.0,467.0,8258.0,3.89,2.86,1.03,810.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3054,Portugal,PRT,2021-02-09,400190.0,294135.0,106055.0,3819.0,8296.0,3.92,2.88,1.04,814.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3055,Portugal,PRT,2021-02-10,415283.0,298724.0,116559.0,15093.0,9191.0,4.07,2.93,1.14,901.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3056,Portugal,PRT,2021-02-11,436220.0,303142.0,133078.0,20937.0,10287.0,4.28,2.97,1.31,1009.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3057,Portugal,PRT,2021-02-12,468319.0,310715.0,157604.0,32099.0,12706.0,4.59,3.05,1.55,1246.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3058,Portugal,PRT,2021-02-13,505371.0,320677.0,184694.0,37052.0,15898.0,4.96,3.14,1.81,1559.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3059,Portugal,PRT,2021-02-14,523349.0,328819.0,194530.0,17978.0,18206.0,5.13,3.22,1.91,1785.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3060,Portugal,PRT,2021-02-15,529021.0,331321.0,197700.0,5672.0,18950.0,5.19,3.25,1.94,1858.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3061,Portugal,PRT,2021-02-16,539786.0,336500.0,203286.0,10765.0,19942.0,5.29,3.3,1.99,1956.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3062,Portugal,PRT,2021-02-17,556331.0,347013.0,209318.0,16545.0,20150.0,5.46,3.4,2.05,1976.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3063,Portugal,PRT,2021-02-18,578702.0,361431.0,217271.0,22371.0,20355.0,5.68,3.54,2.13,1996.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3064,Portugal,PRT,2021-02-19,618636.0,388661.0,229975.0,39934.0,21474.0,6.07,3.81,2.26,2106.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3065,Portugal,PRT,2021-02-20,656411.0,413482.0,242929.0,37775.0,21577.0,6.44,4.06,2.38,2116.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3066,Portugal,PRT,2021-02-21,675453.0,429020.0,246433.0,19042.0,21729.0,6.62,4.21,2.42,2131.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3067,Portugal,PRT,2021-02-22,680257.0,432414.0,247843.0,4804.0,21605.0,6.67,4.24,2.43,2119.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3068,Portugal,PRT,2021-02-23,694297.0,444730.0,249567.0,14040.0,22073.0,6.81,4.36,2.45,2165.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3069,Portugal,PRT,2021-02-24,720717.0,468929.0,251788.0,26420.0,23484.0,7.07,4.6,2.47,2303.0,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
3149,Romania,ROU,2021-01-17,205060.0,204185.0,875.0,8970.0,13824.0,1.07,1.06,0.0,719.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3150,Romania,ROU,2021-01-18,235239.0,233288.0,1951.0,30179.0,15721.0,1.22,1.21,0.01,817.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3151,Romania,ROU,2021-01-19,270046.0,267424.0,2622.0,34807.0,18514.0,1.4,1.39,0.01,962.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3152,Romania,ROU,2021-01-20,308384.0,302570.0,5814.0,38338.0,22017.0,1.6,1.57,0.03,1144.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3153,Romania,ROU,2021-01-21,348096.0,338252.0,9844.0,39712.0,25783.0,1.81,1.76,0.05,1340.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3154,Romania,ROU,2021-01-22,385936.0,374681.0,11255.0,37840.0,28895.0,2.01,1.95,0.06,1502.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3155,Romania,ROU,2021-01-23,418885.0,406006.0,12879.0,32949.0,31828.0,2.18,2.11,0.07,1654.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3156,Romania,ROU,2021-01-24,446285.0,433129.0,13156.0,27400.0,34461.0,2.32,2.25,0.07,1791.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3157,Romania,ROU,2021-01-25,484631.0,459567.0,25064.0,38346.0,35627.0,2.52,2.39,0.13,1852.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3158,Romania,ROU,2021-01-26,528378.0,487711.0,40667.0,43747.0,36905.0,2.75,2.54,0.21,1918.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3159,Romania,ROU,2021-01-27,570704.0,513429.0,57275.0,42326.0,37474.0,2.97,2.67,0.3,1948.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3160,Romania,ROU,2021-01-28,609396.0,534346.0,75050.0,38692.0,37329.0,3.17,2.78,0.39,1940.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3161,Romania,ROU,2021-01-29,647000.0,554924.0,92076.0,37604.0,37295.0,3.36,2.88,0.48,1939.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3162,Romania,ROU,2021-01-30,672396.0,571091.0,101305.0,25396.0,36216.0,3.5,2.97,0.53,1883.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3163,Romania,ROU,2021-01-31,691415.0,585218.0,106197.0,19019.0,35019.0,3.59,3.04,0.55,1820.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3164,Romania,ROU,2021-02-01,721184.0,598135.0,123049.0,29769.0,33793.0,3.75,3.11,0.64,1757.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3165,Romania,ROU,2021-02-02,748732.0,610383.0,138349.0,27548.0,31479.0,3.89,3.17,0.72,1636.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3166,Romania,ROU,2021-02-03,772202.0,620176.0,152026.0,23470.0,28785.0,4.01,3.22,0.79,1496.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3167,Romania,ROU,2021-02-04,794795.0,629279.0,165516.0,22593.0,26486.0,4.13,3.27,0.86,1377.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3168,Romania,ROU,2021-02-05,821552.0,638886.0,182666.0,26757.0,24936.0,4.27,3.32,0.95,1296.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3169,Romania,ROU,2021-02-06,840812.0,647690.0,193122.0,19260.0,24059.0,4.37,3.37,1.0,1251.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3170,Romania,ROU,2021-02-07,856322.0,656177.0,200145.0,15510.0,23558.0,4.45,3.41,1.04,1225.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3171,Romania,ROU,2021-02-08,891348.0,661062.0,230286.0,35026.0,24309.0,4.63,3.44,1.2,1264.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3172,Romania,ROU,2021-02-09,930155.0,666942.0,263213.0,38807.0,25918.0,4.84,3.47,1.37,1347.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3173,Romania,ROU,2021-02-10,970967.0,671448.0,299519.0,40812.0,28395.0,5.05,3.49,1.56,1476.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3174,Romania,ROU,2021-02-11,1009422.0,675234.0,334188.0,38455.0,30661.0,5.25,3.51,1.74,1594.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3175,Romania,ROU,2021-02-12,1048798.0,679333.0,369465.0,39376.0,32464.0,5.45,3.53,1.92,1688.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3176,Romania,ROU,2021-02-13,1084096.0,683346.0,400750.0,35298.0,34755.0,5.64,3.55,2.08,1807.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3177,Romania,ROU,2021-02-14,1113975.0,686634.0,427341.0,29879.0,36808.0,5.79,3.57,2.22,1913.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3178,Romania,ROU,2021-02-15,1151112.0,696943.0,454169.0,37137.0,37109.0,5.98,3.62,2.36,1929.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3179,Romania,ROU,2021-02-16,1197089.0,715748.0,481341.0,45977.0,38133.0,6.22,3.72,2.5,1982.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3180,Romania,ROU,2021-02-17,1240408.0,734928.0,505480.0,43319.0,38492.0,6.45,3.82,2.63,2001.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3181,Romania,ROU,2021-02-18,1280228.0,753753.0,526476.0,39820.0,38687.0,6.65,3.92,2.74,2011.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3182,Romania,ROU,2021-02-19,1318356.0,771240.0,547116.0,38128.0,38508.0,6.85,4.01,2.84,2002.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3183,Romania,ROU,2021-02-20,1351280.0,788508.0,562772.0,32924.0,38169.0,7.02,4.1,2.93,1984.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3184,Romania,ROU,2021-02-21,1379224.0,803098.0,576126.0,27944.0,37893.0,7.17,4.17,2.99,1970.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3185,Romania,ROU,2021-02-22,1409088.0,819447.0,589641.0,29864.0,36854.0,7.32,4.26,3.07,1916.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3186,Romania,ROU,2021-02-23,1438433.0,836860.0,601573.0,29345.0,34478.0,7.48,4.35,3.13,1792.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3187,Romania,ROU,2021-02-24,1466650.0,855097.0,611553.0,28217.0,32320.0,7.62,4.44,3.18,1680.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/24.02.2021-Tabel-situatie-vaccinari-3-vaccinuri.pdf
3420,Serbia,SRB,2021-02-24,1343718.0,856359.0,487359.0,43388.0,36039.0,19.75,12.59,7.16,5296.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
3446,Seychelles,SYC,2021-02-03,37092.0,37087.0,5.0,808.0,1644.0,37.72,37.71,0.01,16718.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
3452,Seychelles,SYC,2021-02-09,44423.0,37723.0,6700.0,2729.0,1163.0,45.17,38.36,6.81,11826.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
3453,Seychelles,SYC,2021-02-10,48061.0,37726.0,10335.0,3638.0,1567.0,48.87,38.36,10.51,15935.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
3454,Seychelles,SYC,2021-02-11,51819.0,37952.0,13867.0,3758.0,2005.0,52.69,38.59,14.1,20388.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
3459,Seychelles,SYC,2021-02-16,59991.0,41815.0,18176.0,1742.0,2224.0,61.0,42.52,18.48,22615.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
3460,Seychelles,SYC,2021-02-17,61351.0,41839.0,19512.0,1360.0,1899.0,62.39,42.55,19.84,19311.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
3461,Seychelles,SYC,2021-02-18,63286.0,42621.0,20665.0,1935.0,1638.0,64.35,43.34,21.01,16656.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
3462,Seychelles,SYC,2021-02-19,65060.0,43461.0,21599.0,1774.0,1594.0,66.16,44.19,21.96,16209.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
3520,Slovakia,SVK,2021-01-18,72256.0,71674.0,582.0,8803.0,6121.0,1.32,1.31,0.01,1121.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3521,Slovakia,SVK,2021-01-19,80172.0,79129.0,1043.0,7916.0,5742.0,1.47,1.45,0.02,1052.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3522,Slovakia,SVK,2021-01-20,88054.0,86147.0,1907.0,7882.0,5904.0,1.61,1.58,0.03,1081.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3523,Slovakia,SVK,2021-01-21,95373.0,92818.0,2555.0,7319.0,5884.0,1.75,1.7,0.05,1078.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3524,Slovakia,SVK,2021-01-22,102143.0,99455.0,2688.0,6770.0,5729.0,1.87,1.82,0.05,1049.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3525,Slovakia,SVK,2021-01-23,102419.0,99731.0,2688.0,276.0,5574.0,1.88,1.83,0.05,1021.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3526,Slovakia,SVK,2021-01-24,102419.0,99731.0,2688.0,0.0,5567.0,1.88,1.83,0.05,1020.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3527,Slovakia,SVK,2021-01-25,111380.0,106399.0,4981.0,8961.0,5589.0,2.04,1.95,0.09,1024.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3528,Slovakia,SVK,2021-01-26,118608.0,113371.0,5237.0,7228.0,5491.0,2.17,2.08,0.1,1006.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3529,Slovakia,SVK,2021-01-27,125671.0,120162.0,5509.0,7063.0,5374.0,2.3,2.2,0.1,984.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3530,Slovakia,SVK,2021-01-28,135381.0,128350.0,7031.0,9710.0,5715.0,2.48,2.35,0.13,1047.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3531,Slovakia,SVK,2021-01-29,147180.0,137815.0,9365.0,11799.0,6434.0,2.7,2.52,0.17,1178.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3532,Slovakia,SVK,2021-01-30,148572.0,139204.0,9368.0,1392.0,6593.0,2.72,2.55,0.17,1208.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3533,Slovakia,SVK,2021-01-31,148853.0,139317.0,9536.0,281.0,6633.0,2.73,2.55,0.17,1215.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3534,Slovakia,SVK,2021-02-01,160613.0,148168.0,12445.0,11760.0,7033.0,2.94,2.71,0.23,1288.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3535,Slovakia,SVK,2021-02-02,172870.0,156980.0,15890.0,12257.0,7752.0,3.17,2.88,0.29,1420.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3536,Slovakia,SVK,2021-02-03,184575.0,166355.0,18220.0,11705.0,8415.0,3.38,3.05,0.33,1541.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3537,Slovakia,SVK,2021-02-04,198996.0,175225.0,23771.0,14421.0,9088.0,3.64,3.21,0.44,1665.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3538,Slovakia,SVK,2021-02-05,214041.0,183591.0,30450.0,15045.0,9552.0,3.92,3.36,0.56,1750.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3539,Slovakia,SVK,2021-02-06,216825.0,185679.0,31146.0,2784.0,9750.0,3.97,3.4,0.57,1786.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3540,Slovakia,SVK,2021-02-07,217005.0,185859.0,31146.0,180.0,9736.0,3.97,3.4,0.57,1783.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3541,Slovakia,SVK,2021-02-08,228236.0,193204.0,35032.0,11231.0,9660.0,4.18,3.54,0.64,1769.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3542,Slovakia,SVK,2021-02-09,243117.0,200544.0,42573.0,14881.0,10035.0,4.45,3.67,0.78,1838.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3543,Slovakia,SVK,2021-02-10,256128.0,207046.0,49082.0,13011.0,10222.0,4.69,3.79,0.9,1872.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3544,Slovakia,SVK,2021-02-11,269736.0,214053.0,55683.0,13608.0,10106.0,4.94,3.92,1.02,1851.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3545,Slovakia,SVK,2021-02-12,283774.0,221698.0,62076.0,14038.0,9962.0,5.2,4.06,1.14,1825.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3546,Slovakia,SVK,2021-02-13,288227.0,225732.0,62495.0,4453.0,10200.0,5.28,4.13,1.14,1868.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3547,Slovakia,SVK,2021-02-14,299035.0,236335.0,62700.0,10808.0,11719.0,5.48,4.33,1.15,2146.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3548,Slovakia,SVK,2021-02-15,312094.0,242597.0,69497.0,13059.0,11980.0,5.72,4.44,1.27,2194.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
3549,Slovakia,SVK,2021-02-16,323107.0,247265.0,75842.0,11013.0,11427.0,5.92,4.53,1.39,2093.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
